ID	HeatJan	CoolJuly	HeatTotal	CoolTotal	zone_area	bldg_height	op_S_area	op_E_area	op_N_area	op_W_area	gl_S_area	gl_E_area	gl_N_area	gl_W_area	roof_op_area	op_belowgrade_area	bldg_mass_type	roof_op_uValue	op_uValue	gl_uValue	gl_solar_trans	zone_occ_density	zone_occ_metabolic_rate	zone_app_heat_flow_rate	zone_light_heat_flow_rate	zone_freshair_per_occ	totalocc	totalapp	totallight	avgOccWeek	avgAppWeek	avgLightWeek
82	5.44	28.3	11.68	5.46	3928.21924	15.3924	359.9621188	592.8050079	685.0019848	537.8342792	348.1634327	47.25977645	33.76096474	0	643.0191011	354.6016134	4	0.164008	0.29963	3.65864	0.76	9.190774918	152.6142426	17.65816498	10.93483734	10.61808109	145.068197	61.79895124	86.62248996	0.894061404	0.158875878	0.849712396
83	8.64	15.97	21.32	23.03	4613.657869	10.3632	409.0520851	377.7530509	329.8150823	498.7964218	129.3396123	178.4295786	179.9253176	26.26368941	1247.362667	454.9647675	4	0.428944	0.690726	1.95548	0.63	11.67360973	137.5167694	3.205491066	16.2223587	13.88562107	89.37258216	56.11604623	30.93850143	0.122963288	0.556305373	0.328091121
84	2.3	32.34	3.91	1.59	1797.85963	8.5344	197.9020558	247.8374398	162.9054806	224.2772289	37.64431181	55.23085728	34.73644666	71.83263053	412.5916909	221.4808474	5	1.343604	0.753806	3.28016	0.86	12.36261749	150.5185547	14.07771778	15.72775269	11.39100361	67.44696587	129.4552435	120.2885655	0.92222645	0.443709862	0.331356168
85	4.56	25.71	8.62	7.19	11322.18639	15.24	1033.732126	679.8179952	601.0362173	192.2628413	207.2666822	492.4325635	246.4717651	210.0537734	2292.568318	581.5730304	5	0.296476	0.82004	3.65864	0.65	10.92656136	153.5574493	16.1933651	22.38742065	11.78992844	121.6390817	64.16731232	53.45561851	0.627195263	0.547098696	0.242136931
86	0.24	19.98	0.32	0.03	23701.14486	17.3736	2791.782804	1677.735999	2212.439446	1577.493619	400.64436	162.8590291	388.1953526	170.1983693	5570.930794	3709.897096	4	0.050464	0.208164	2.64936	0.64	10.96291161	136.432663	14.82544136	25.5537796	11.94610596	65.69079584	45.88965582	84.7581551	0.662465239	0.561650097	0.637398744
87	8.67	24.9	22.5	16.85	1638.34511	7.9248	191.8726485	214.2901521	219.7435605	186.5771752	27.27633254	26.22652819	36.31579834	49.10854694	351.656587	290.8701279	3	1.059744	0.753806	3.28016	0.86	8.32598114	126.6484604	10.36707497	21.46401024	12.16562653	69.15769786	142.1745022	34.913037	0.076031303	0.641721976	0.466567874
88	11.86	26.31	29.72	23.67	367.9889414	3.9624	67.09457549	126.2645217	67.09457549	126.2645217	10.28436653	16.7225472	10.28436653	16.7225472	159.6910355	0	4	0.3154	0.927276	3.28016	0.73	13.20503712	131.7579346	15.84713554	6.208814621	12.68133926	67.52758287	82.49262913	104.7072071	0.376774263	0.341476929	0.329656529
89	15.42	29.43	38.71	36.59	9370.38642	10.3632	1186.901368	859.0279594	603.8047279	859.0279594	386.4766464	163.7508983	487.5923151	163.7508983	4259.567223	0	5	0.211318	1.315218	3.18554	0.89	6.952436447	104.2067795	3.195860386	21.2011528	11.3872261	140.4419079	43.12428688	68.05870308	0.731228352	0.092020206	0.555387855
90	1.6	13.74	2.91	1.78	3258.109613	9.4488	154.6185295	264.3556003	266.8546921	128.0018085	177.6491931	10.73959142	64.62335462	141.3241044	895.7896923	503.5809283	3	0.138776	0.09462	1.577	0.58	13.66174698	108.6769943	6.26047802	11.14500809	12.82277584	68.39438486	48.96348141	72.56613468	0.93396284	0.409459889	0.779320931
91	2.76	40.75	6.31	0.1	2544.42846	3.048	247.2149894	545.712457	100.7997984	545.712457	69.67728	0	175.3080365	0	2133.889926	0	2	0.233396	0.233396	1.86086	1	7.495869637	151.9306641	19.57083511	34.50412369	13.40736294	72.1605451	75.96268777	122.6810752	0.765949059	0.850661528	0.47197578
92	9.97	33.4	24.11	13.72	1322.753484	6.7056	286.5129754	226.2189024	199.2770208	12.05881459	35.48896128	0	50.81796288	12.44900736	1263.109732	74.97275328	4	0.277552	0.697034	2.39704	0.68	6.765169144	125.1537018	15.85501766	16.47076035	12.92461681	107.7191623	90.95065105	120.1624706	0.668896341	0.930797908	0.316958356
93	2.95	35.54	7.08	0.68	6251.259756	14.3256	239.7734559	954.5415748	273.971065	564.172291	267.7094001	356.7012221	244.2606728	726.1673219	1603.041955	0	1	0.145084	0.198702	1.018742	0.76	12.75559616	128.7995911	6.30498457	34.43444443	12.2567997	120.6829584	61.34036988	80.02238334	0.656977749	0.736266863	0.289085555
95	1.7	32.59	3.53	0.07	9693.874806	19.812	1612.05355	1966.292842	1612.05355	1966.292842	461.5423027	461.5423027	461.5423027	461.5423027	1133.138379	178.3738368	2	0.23655	0.211318	3.65864	0.65	9.306808472	99.9331665	10.59218216	25.95071793	12.36918449	19.26068497	101.143748	141.6135943	0.165654707	0.549347317	0.682510209
96	2.05	24.81	3.64	1.05	2731.906794	5.21208	217.5789197	200.8749531	164.1596717	200.8749531	38.57334221	62.03135981	0	62.03135981	860.087054	0	4	0.545642	1.1039	3.18554	0.89	14.14030647	92.0743103	12.6331749	29.20988655	14.54442406	73.32750458	53.94623706	89.13143905	0.955272815	0.86733333	0.738846087
97	2.67	31.71	5.08	0.85	28884.94868	76.5048	1701.351952	2679.128577	2192.678969	2583.391994	2583.057544	615.0274151	2091.730526	710.7639978	1283.446207	0	3	0.318554	0.460484	1.841936	0.58	10.93754482	127.5417633	16.10527039	26.00577736	11.86693001	83.13929526	105.5306915	88.53888897	0.855149555	0.076536006	0.575292897
98	2.09	28.32	3.98	0.93	5667.364149	11.1252	211.5402221	588.9123706	448.5358771	459.0339206	175.5867456	190.6370381	69.67728	260.8717363	1685.911467	575.2556237	4	0.132468	0.198702	3.65864	0.65	14.16806793	162.296814	9.712142944	17.20447731	11.95724678	130.7130379	70.51847581	132.8919099	0.567724705	0.699533808	0.512761283
99	0	29.32	0	0	13974.75399	17.2212	1367.542039	1328.671407	790.3447419	1275.252159	177.8071283	239.1602959	101.9889573	102.1283119	2110.757069	960.5245306	5	0.132468	0.419482	2.39704	0.56	14.66763115	163.2871094	13.19946003	30.71308899	10.95642567	58.4398007	72.17699307	139.0911125	0.165741873	0.178968632	0.603997827
100	5.81	39.22	12.27	6.14	25743.8969	58.5216	3001.362771	1721.855653	2997.275038	1686.951981	1095.308261	665.6874428	1179.348351	629.7897082	1144.602614	0	4	0.264936	1.577	2.718748	0.76	12.9663229	118.2903519	14.12050343	31.94848633	13.76040363	134.3520073	62.38855504	130.0820921	0.503263283	0.87973448	0.925459325
101	10.64	18.17	26.96	27.53	19632.73493	42.3672	1940.605151	2143.087327	2005.219215	2246.599894	540.0639521	1767.29453	480.7174902	1014.779906	1144.602614	0	3	0.264936	1.577	2.718748	0.76	14.3666954	158.2580872	4.351799965	6.806053162	10.5043726	26.47927748	12.86053901	59.50617031	0.194265985	0.141797313	0.586691403
102	0	18.47	0	0	6632.533832	13.716	540.2311776	725.1360981	523.9359844	445.5815604	280.6229226	208.6602278	178.4574495	143.7117126	1576.880459	376.4431181	4	0.271244	0.154546	0.9462	0.661	12.77188683	162.1594086	21.35874367	7.128440857	14.29715729	18.80321313	78.1187693	104.869031	0.126750469	0.965556006	0.495946288
103	2.59	14.23	4.54	4.46	9465.054618	13.716	731.6764721	1233.139211	731.6764721	1182.126152	68.37663744	113.806224	68.37663744	128.04826	1943.866048	584.9175398	4	0.208164	0.3154	3.65864	0.76	8.263742447	104.3247757	4.21121788	8.674314499	10.20559311	61.0369964	87.06009167	119.2184933	0.61586566	0.645980084	0.350815034
104	0.55	38.27	0.95	0.01	5432.783973	22.5552	947.1650734	229.6563149	730.9332478	159.8025191	185.2672424	380.1871106	256.3473583	486.6539944	832.5413027	423.8236685	3	0.18924	0.129314	1.51392	0.48	13.43095016	154.2897186	15.349226	31.58711052	10.48889542	103.1215749	112.9366296	107.7376568	0.75703392	0.42018038	0.092986298
105	0	28.67	0	0	4107.522108	7.0104	192.5322601	338.7244838	208.1957126	332.4813996	291.6	244.8	0	163.2	1032.33858	447.2352346	5	0.507890512	0.635246825	0.5	0.8091	12.44715214	169.1385803	11.09851265	13.36377525	11.08303833	34.84045268	100.217797	161.7767886	0.379076052	0.204102814	0.976497227
106	0.48	24.04	0.73	0.9	14648.02232	18.288	817.8254611	1809.193801	681.4437984	1980.785716	72.74308032	293.2019942	45.15087744	200.3918573	3285.330204	0	4	0.198702	0.119852	2.39704	0.68	7.899080753	108.3482819	15.93619061	34.32352066	14.33512878	57.60191876	105.0820396	57.23539486	0.149642101	0.214214671	0.803592831
107	0.21	31.59	0.33	0	17437.15738	9.4488	1232.544632	721.9959754	1108.42617	818.8752655	588.2620493	185.2951133	456.0610234	147.5021566	4856.041901	0	4	0.107236	0.154546	2.39704	0.68	11.36467743	111.1320953	16.50636292	25.57658005	12.98778057	94.77366861	117.0781851	118.9962124	0.716807318	0.298037922	0.429993081
108	0.01	14.67	0.01	0	21739.12555	25.2984	2201.606952	2230.137475	2249.164018	2420.35645	376.3687956	293.2205748	230.7525708	308.5309958	1525.365723	735.5412386	4	0.23655	0.18924	1.98702	0.43	13.74121952	146.2833405	12.38574886	9.492946625	10.41349316	34.17450701	110.969838	93.4406195	0.18808575	0.82477423	0.403543925
109	1.61	37.09	2.79	0.06	21739.12555	25.2984	2192.493163	1817.666558	1879.911595	733.5438232	277.7336381	323.6649011	419.958902	138.2768847	3020.398604	1337.376422	4	0.387942	0.116698	1.98702	0.52	7.323446274	134.5191956	14.59931469	32.67113113	12.09902096	108.7640933	61.70731648	133.8575051	0.896344614	0.27592994	0.895980716
110	3.34	27.52	7.15	1.84	3222.713555	6.096	150.5029248	278.9878291	133.427346	196.5085102	21.09828038	74.60114112	52.87112006	104.20934	1000.955934	558.1150128	3	0.526718	1.248984	3.28016	0.73	14.6316824	93.32439423	10.88589096	31.40690994	13.37975121	59.09343739	36.9464079	112.8705614	0.792763424	0.06332736	0.418969131
111	4.06	33.49	8.34	1.95	12587.15418	10.8204	564.2466134	443.0453075	586.3761176	363.7061113	83.71492934	85.45221619	170.1054662	107.6188815	4092.443944	2149.153895	4	0.085158	0.274398	2.39704	0.68	6.989964485	124.2949982	11.71379852	19.66207504	13.4240818	115.8915642	148.6926458	133.1557228	0.930594212	0.91541822	0.448563218
112	19.73	28.53	54.88	40.8	1110.934552	7.0104	153.5594348	361.2720516	136.084373	424.724828	19.16589715	63.45277632	16.9455145	0	399.9197163	335.398555	4	0.135622	1.791472	1.54546	0.73	9.854162216	152.9821777	6.046478271	29.53318214	10.4677906	37.28464102	32.92357866	78.89715546	0.326208496	0.083413638	0.173086578
113	5.07	29.81	9.79	6.15	10295.51489	16.9164	749.0493406	656.9266861	716.9327597	792.5279633	170.3191432	232.6199219	135.4526323	89.95801363	2252.341302	510.2234957	5	0.23655	0.277552	1.98702	0.52	7.890109062	141.2358704	16.85811234	14.2203083	13.29841423	132.7445349	76.03224546	121.42286	0.898794934	0.120974751	0.459583211
114	15.51	30.97	39.13	34.36	2742.126129	7.9248	248.2555035	419.1785165	231.8766975	440.3604096	41.5834007	104.7946291	57.96220666	83.612736	1160.98142	403.2363548	5	0.135622	2.046946	2.61782	0.73	9.80172348	142.0486755	9.399250031	13.49579048	13.98962212	101.9369525	136.139862	93.06272444	0.226313114	0.63079983	0.098741448
115	1.73	20.61	2.94	1.45	14636.50234	10.8204	1787.603134	948.4006838	1127.935809	1028.854716	406.8409928	187.3389802	256.8954862	246.5275069	3995.917686	780.2368911	4	0.485716	0.542488	3.65864	0.76	11.90913582	106.8994446	13.21243382	11.67298126	11.88559055	61.29066961	109.3772586	92.6576157	0.870126101	0.697917759	0.213556695
116	0	31.16	0	0	9746.736636	16.1544	661.0051296	1072.913983	456.4326355	829.6241472	0	420.0378696	204.5724941	329.5270829	1521.565989	583.1523821	4	0.132468	0.201856	4.150664	0.56	13.4768095	165.5971375	20.89782143	28.07500458	13.83538151	39.57601293	108.873137	107.034549	0.168174934	0.317030776	0.15913589
117	3.84	22.77	8.53	2.56	5920.246224	8.5344	713.2630896	196.6478648	763.820924	205.8173948	245.6356378	7.52514624	236.7169459	10.03352832	1324.79735	415.31375	3	0.387942	0.668648	3.65864	0.76	11.79167175	118.6245575	5.628811836	20.00349426	10.6773119	98.81497682	54.91844711	114.381528	0.731382227	0.830582726	0.253550076
118	1.87	19.13	3.47	2.47	20709.75987	23.1648	1481.682714	1028.696781	1161.510967	1481.320392	866.8968468	452.6236109	588.7079839	0	3733.958984	1229.943347	3	0.135622	1.271062	1.54546	0.73	12.99123573	121.9820557	19.41767693	18.20735168	14.97333145	42.03451017	95.5463028	29.42468122	0.211266613	0.949523698	0.314404082
119	9.25	31.26	22.24	15.52	9501.008095	13.1064	1319.854909	466.837776	625.4232653	513.8281336	694.6546107	125.326201	1073.494627	124.137042	2018.50435	751.3068845	4	0.391096	1.11967	3.154	0.59	13.64172268	134.5313416	11.13117409	14.85149193	14.99340057	126.9348409	106.3685628	130.1583966	0.432352018	0.839553298	0.905107266
120	8.33	28.39	19.58	13.94	10710.88438	7.62	1082.088158	1084.26209	899.1342017	868.7734883	223.6640688	170.4863687	317.8027192	244.9481553	3430.537655	0	4	1.87663	0.807424	3.65864	0.76	7.066192627	107.83918	10.25618172	23.98560143	14.94985962	45.51977743	98.05052669	82.42484878	0.149435806	0.907400444	0.224528384
121	6.59	25.75	14.67	10.22	6328.09057	12.192	613.6245792	1113.164225	557.6597879	1025.798206	35.82341222	87.14305152	35.0801879	174.5369412	1727.26261	0	4	1.343604	0.548796	3.65864	0.76	14.4226656	108.5211639	11.41531944	14.51287651	11.48180771	146.993503	144.2090623	69.50844063	0.844887552	0.947677119	0.043261671
122	8.16	22.32	18.44	15.37	12085.66357	21.6408	1703.655948	1041.108627	1351.767103	969.3596097	318.4716211	257.5643881	104.0792757	217.5975003	1237.245526	0	4	0.12616	2.28665	3.504094	0.86	14.53224754	103.0854874	15.63257504	15.65878105	11.38947678	78.13611158	92.92231644	49.42552472	0.46090517	0.580539286	0.588104224
